Gene1	Gene2	Score
YBR049C	YEL061C	0.07857
YIL153W	YOL110W	0.07857
YML120C	YKL062W	0.078564
YIL079C	YCR025C	0.078563
YCR091W	YNL144C	0.078552
YKL208W	snR45	0.078537
YPL220W	YGR034W	0.078526
YBR202W	YGL006W-A	0.078507
YPL111W	YKR039W	0.078504
YOR015W	tD(GUC)I2	0.078405
YJR120W	YJL188C	0.078393
YLR361C-A	YML099W-A	0.078376
YJL064W	YHL030W-A	0.078353
YLR352W	YDR131C	0.078342
YPR158C-D	YJL133C-A	0.078333
YGR121C	YLR438W	0.078317
YJR027W	snR17a	0.078291
YDR106W	YFL012W	0.078247
YJL107C	YLR331C	0.078237
YBR004C	YCR101C	0.078221
YGL259W	YGL262W	0.078202
YOR032C	YDR522C	0.078185
YBR111C	YGR066C	0.078182
YOR066W	YPL158C	0.078163
YKL108W	YIL132C	0.078161
YPR052C	YER087C-A	0.078146
YCL007C	YNL235C	0.078144
YFR012W	YKL177W	0.078139
YBR172C	YLL028W	0.078123
YEL024W	YPR191W	0.078117
YCL021W-A	YPL112C	0.078068
YMR174C	YGL121C	0.078063
YEL037C	YGR262C	0.078048
YIL165C	tF(GAA)H1	0.078036
YCR096C	tR(ACG)J	0.078035
YLR359W	YAR015W	0.078021
YNL085W	YOR164C	0.07801
YPL203W	YFR017C	0.078008
YDR524W-C	YKL183C-A	0.078004
YHR141C	YGR105W	0.077937
YGR271C-A	YBL028C	0.077905
YDR253C	YGL101W	0.077874
YGR205W	YHR143W	0.077853
YDR179C	YJR086W	0.077849
YMR112C	YER183C	0.07784
YNL184C	YFL012W-A	0.07784
YPR007C	YDR403W	0.077831
YBR181C	YBL072C	0.077747
YPL271W	YPL209C	0.077738
YMR257C	YLR442C	0.07772
YPR170W-B	YOL005C	0.077673
YCR053W	YGR185C	0.077655
YGR151C	YKR073C	0.077621
YGR177C	YGR176W	0.077617
YPL134C	tV(AAC)K2	0.077597
YNL312W	YLR212C	0.077596
YNL119W	YGL033W	0.077576
YDR465C	YNL112W	0.077555
YPL135W	YPR065W	0.077547
YHR211W	YAL044W-A	0.077533
YMR040W	YMR251W-A	0.077527
YOR100C	YPR001W	0.077512
YGR050C	YPR012W	0.077495
YOR382W	YGL039W	0.077394
YIL100C-A	YKL118W	0.077215
YIL110W	YLR439W	0.077184
YDL022C-A	YGR027W-B	0.077182
YOR293C-A	YLR467W	0.077164
YPR099C	YPR050C	0.077151
YPL195W	YGR157W	0.077112
YJL219W	YIR040C	0.077042
YNL254C	YGL257C	0.077035
YPR073C	YPL117C	0.077033
YGL145W	YKL209C	0.077032
YJL052W	YER150W	0.077032
TLC1	YJL169W	0.077032
YDR066C	YFR026C	0.077002
YNR074C	YHR047C	0.076965
YER101C	YDR132C	0.07687
YBL032W	YBR265W	0.07687
YLR452C	YGL032C	0.076831
YOL121C	YGL030W	0.076805
YBL082C	YJL118W	0.076804
YBR233W	YBR042C	0.076779
YDR383C	YFL017W-A	0.076765
YML090W	YDR522C	0.07673
YDL148C	YDR420W	0.076709
YKL222C	YOR012W	0.076693
YML129C	YOR298C-A	0.076691
YEL074W	tV(AAC)H	0.076663
YHL038C	YDL203C	0.076641
YKR077W	YPL256C	0.076618
YML131W	YHL046C	0.076581
YKL178C	YKL161C	0.076576
YDR224C	YNL031C	0.076543
YGL055W	YNR075C-A	0.076539
YLR279W	YOR389W	0.076531
YIL047C-A	YPL251W	0.076496
YIL118W	YNR009W	0.07644
YJL142C	YDL114W-A	0.07643
tR(UCU)G1	tD(GUC)J1	0.076386
YBL032W	YDL055C	0.07638
YIL041W	YFR044C	0.076355
YGL032C	YBR300C	0.076267
YJL106W	YGR289C	0.076204
YHR152W	YLR302C	0.076203
YHL026C	YBR054W	0.076199
YNR053C	YPR137W	0.076178
YHR030C	YOR208W	0.076118
YDR246W-A	YHL015W-A	0.076116
YNR058W	YNR057C	0.07611
YDR085C	YDR096W	0.076102
YDL152W	YMR290W-A	0.076054
YDR261W-B	tD(GUC)N	0.076
YPL127C	YDL179W	0.075991
YDR524C-B	YEL020W-A	0.075968
snR30	snR10	0.075958
YDR170W-A	YKL029C	0.075942
YGL103W	YML009W-B	0.075899
YHL030W	YKL194C	0.075863
YDR379C-A	YDR034W-B	0.075799
YNR065C	YGR097W	0.075789
YJR103W	YDR171W	0.07578
YNL324W	YJL007C	0.075779
YCR020C-A	tD(GUC)G2	0.075777
YHR138C	YMR251W-A	0.075766
YGL262W	YDL245C	0.07576
YBR056W-A	YCL027W	0.075711
YIL027C	YNL259C	0.075707
YAL042C-A	YNL324W	0.075706
YNR073C	YAR064W	0.075704
tS(UGA)I	YPL281C	0.075683
YNL114C	YHL030W-A	0.075672
YHR005C	YMR196W	0.075669
YNL144C	YDR277C	0.075657
YLR099C	YMR251W	0.075657
YER066C-A	YKR080W	0.075604
YKL136W	tT(CGU)K	0.07558
YLR258W	YFR053C	0.075544
YDR403W	YDL244W	0.075539
YMR264W	YFR035C	0.075529
YHR209W	YDR085C	0.075518
YER070W	YHR085W	0.075512
YGL188C	YHR054C	0.075512
YDR076W	YGL249W	0.075501
YDR504C	tY(GUA)F1	0.075465
YJR047C	YNR077C	0.075448
YER044C	tK(UUU)O	0.075444
YDR369C	YDR080W	0.075412
YGR106C	YDL192W	0.075398
YNL268W	YGL174W	0.075378
YIL154C	YJL052W	0.07537
YMR279C	YLR237W	0.075329
YHL041W	tR(UCU)E	0.075297
YOR011W	YOR184W	0.075284
YJL025W	YLR407W	0.075274
YBL024W	YGR123C	0.075225
YMR215W	YMR274C	0.075224
YPR143W	YLR068W	0.075193
YER042W	YLR202C	0.075183
YJL077W-B	YOR391C	0.075122
YML130C	YDR270W	0.075097
YJL069C	YCR072C	0.075091
tI(AAU)L2	tL(CAA)M	0.075074
YNL273W	YPL253C	0.075064
YNL055C	YMR038C	0.075057
YLL041C	YGL262W	0.075051
YOR036W	YEL060C	0.07505
YBL045C	YMR145C	0.075043
YLR037C	YDL171C	0.075028
YOL064C	YFR030W	0.075022
snR87	YNL205C	0.075006
YCR021C	YPR116W	0.074965
YER158W-A	YJL152W	0.074932
YBR182C	YPL027W	0.074929
YOL036W	YPL092W	0.074913
YPL111W	YKR034W	0.074885
YOR020C	YBR082C	0.074867
YKR106W	YIR042C	0.074865
YGL256W	tA(AGC)F	0.074858
YDL016C	YJL015C	0.074828
YNL283C	YJR104C	0.074797
YGR163W	YGL089C	0.074735
YGR008C	YBR214W	0.074724
YFL051C	YFL052W	0.074716
YLR162W-A	tE(UUC)C	0.074707
YNL169C	YER026C	0.074701
YJR017C	YPR183W	0.074664
YMR183C	YGR012W	0.074649
YPL149W	YNL217W	0.074639
YGR275W	YFL017C	0.07461
YJR155W	YOL059W	0.074565
YOR136W	YML017W	0.074555
YPL047W	tQ(UUG)H	0.074545
YJL216C	snR83	0.07449
YDR154C	YNL135C	0.074482
YGR016W	YDR210W-B	0.074472
YLR131C	YER032W	0.074421
tQ(UUG)D2	tW(CCA)G2	0.074415
YCL042W	YBR126W-B	0.074388
YBL072C	YLR379W	0.074369
YDR155C	YDR032C	0.074318
YEL012W	YBR056W	0.074314
YLL041C	YHR051W	0.07431
YJR155W	YNR056C	0.074276
YGR067C	YLR312C	0.074255
YIL002W-A	YBL077W	0.074252
YML072C	YDR029W	0.074239
YOL076W	YPL137C	0.074232
YBR126W-A	YHR057C	0.07423
YPL060W	YCL001W-A	0.074226
YDR277C	YNL144C	0.074211
YKR052C	YDR405W	0.074173
YPL257W	YIL166C	0.07415
YLR008C	YLR264C-A	0.074116
YJR148W	tP(AGG)C	0.074105
YNL288W	YGR063C	0.074104
YBR116C	YHR095W	0.074096
YMR229C	YOL141W	0.074094
YAL016C-A	YML031C-A	0.074092
tF(GAA)D	YDR509W	0.074073
YLR406C-A	tA(AGC)H	0.074041
YOR313C	YOR314W	0.073959
YJL212C	YML066C	0.073958
YHR016C	YBR052C	0.07393
YKR047W	YAL037C-A	0.073914
YJL032W	YDR542W	0.0739
YER127W	YER070W	0.073898
YFR031C-A	YJR105W	0.073889
YKR058W	YBR050C	0.073883
YIR039C	YFL040W	0.073871
YNL149C	YNL114C	0.073865
YEL024W	YPR160W	0.073845
YPL253C	YBL035C	0.073841
YDL052C	snR61	0.073834
YIR032C	YKR034W	0.073815
YMR316W	YPL149W	0.073785
snR75	tF(GAA)G	0.073771
YHR008C	YPR149W	0.073715
tL(CAA)L	YJL086C	0.073672
YML003W	YDL238C	0.073668
YGR065C	YNR058W	0.073657
YDR298C	YPR160W	0.073656
YOL002C	YDR346C	0.073644
YGR062C	YCR044C	0.073625
YNL300W	YER188C-A	0.073622
YNL120C	YJR005C-A	0.073614
YNL093W	YLR414C	0.073579
YJR156C	YEL010W	0.073553
YDR073W	YLR284C	0.073539
YOR258W	YKL214C	0.073539
YMR304C-A	YJL032W	0.073533
YLR120C	YLR123C	0.073524
YOR289W	YPR154W	0.073509
YPR007C	YFR012W	0.07348
YOR008W-B	YGL260W	0.073474
YLR061W	YPR043W	0.073449
YBR187W	YLR405W	0.073412
YER066C-A	YLR359W	0.073407
YCR021C	YDL007C-A	0.073389
YER035W	YDL218W	0.073382
YKL175W	YGL255W	0.073317
YIL165C	tS(UGA)I	0.073287
YPR038W	YGL069C	0.073248
YDR058C	YJR160C	0.073232
YMR295C	YCL033C	0.073218
YEL075C	YEL076C	0.073216
YCL064C	YMR189W	0.073215
YLR231C	YHR104W	0.073207
YDR299W	YOL080C	0.073144
YJR019C	YJL144W	0.073131
YPR159W	YPL221W	0.07311
YOR340C	YOL077C	0.073108
YMR259C	YBR180W	0.073061
YLL012W	YLR279W	0.073004
YFR026C	YIL059C	0.072936
YLR306W	YDR013W	0.072888
YHR138C	YGL053W	0.07286
YGR096W	YGR146C	0.072843
YIL169C	snR34	0.072835
YBR302C	YEL009C-A	0.072813
YBR190W	tT(CGU)K	0.072796
YNL140C	YLR408C	0.072783
YGL052W	YJL015C	0.072776
YBR183W	YHL036W	0.07277
YCL007C	YLR101C	0.072753
YFL012W-A	YNL184C	0.072745
YHR126C	YHR095W	0.072729
YHR095W	YHR126C	0.072713
YEL046C	YIL165C	0.072677
YER026C	YNL169C	0.072656
YPL271W	YKL099C	0.072619
YJL144W	YLR178C	0.072616
YGR104C	YER010C	0.072589
YMR042W	tG(GCC)D2	0.072586
YNR057C	YNR056C	0.072535
YNL289W	YML027W	0.07251
YOR230W	YMR173W-A	0.072501
YBR078W	YER003C	0.072498
YIL093C	YGR262C	0.072476
YMR300C	YGL234W	0.072466
YJL108C	YJL107C	0.072465
YBR264C	YKL111C	0.07245
YFL040W	YPL027W	0.072404
YOR100C	tG(GCC)M	0.072404
YFL061W	tR(UCU)G1	0.072374
YNL009W	YKL036C	0.072346
YOR198C	YAL007C	0.072305
YBR118W	YPR080W	0.072292
YBR208C	YHL016C	0.072285
tK(UUU)G1	YBL109W	0.072261
YHR009C	YDR063W	0.072212
YBL001C	YLL050C	0.072199
YPR002W	YNL284C-A	0.072195
YNL036W	YCL025C	0.072096
YKR053C	YNL279W	0.072081
YIR031C	YOR072W-A	0.072072
YJL038C	YFL062W	0.072059
YLR279W	YLR174W	0.072051
YFL008W	YDL156W	0.072032
YMR008C	YOL059W	0.071974
YOR031W	snR8	0.07194
YDL204W	YPR184W	0.071935
YDL160C-A	YPL077C	0.071892
YOR298C-A	YBR126W-A	0.07189
YML066C	YJL212C	0.071869
YBR196C-B	YLR366W	0.071853
YFL053W	YAR050W	0.071806
YGR037C	YPL213W	0.071784
YOR293W	YMR230W	0.071768
YPL027W	YOR011W-A	0.07174
YDR118W-A	tH(GUG)H	0.071739
tS(UGA)I	tG(GCC)O1	0.071689
YOR137C	YIL036W	0.071685
YOL105C	YNL183C	0.07167
YBR265W	YNL066W	0.071648
YJL056C	YNL254C	0.071632
YLR275W	YGL089C	0.071614
YLR054C	YER185W	0.071609
YMR189W	YCL064C	0.071608
YHR137W	YKR033C	0.071606
YGR286C	YCR005C	0.071589
YLR285W	YOR074C	0.071566
YLL045C	YLR340W	0.071554
YCR101C	YER007W	0.071525
YAR073W	YOR314W-A	0.071524
YAL064C-A	YNL335W	0.071515
YLR073C	YCR072C	0.071506
YBL043W	YLR073C	0.071501
YBL025W	YOR103C	0.071493
YHL045W	YAR070C	0.071471
YOL113W	YMR104C	0.071467
YCL007C	YDR445C	0.07144
YGL256W	YKL120W	0.071419
YGR051C	YBL113C	0.07141
YGL245W	YDL229W	0.071383
YOL032W	YNL138W-A	0.071356
YGR175C	YNL279W	0.071314
YPL234C	YPL218W	0.071254
YGR126W	YDL248W	0.071219
YDR201W	YDL011C	0.0712
YGL188C	YOL131W	0.071176
YGL021W	YJL051W	0.071147
YJR045C	YML057C-A	0.071122
YCL061C	YPR193C	0.071113
YHR014W	tE(UUC)P	0.071109
YGR162W	YMR117C	0.071109
YIR038C	YJR020W	0.071104
YBL067C	YKL182W	0.071093
YMR012W	YNL121C	0.071064
YOR063W	YJR123W	0.071049
YDR225W	YBL003C	0.071013
YMR310C	YJL117W	0.070994
YFR004W	YJR058C	0.070985
YNL235C	YGR115C	0.070962
YHR046C	YNL231C	0.07096
YIR032C	YLR438W	0.070943
YBL095W	YER034W	0.070942
YBR218C	YER055C	0.070934
YML089C	tA(UGC)L	0.070911
YMR078C	YBR184W	0.070875
YLR231C	YMR122W-A	0.070868
YJL216C	YLR452C	0.07086
YIR036W-A	YPR012W	0.07084
YAL061W	YDL222C	0.070782
YMR304C-A	YGL168W	0.070766
YDR518W	YHR140W	0.070766
YKR013W	YPL163C	0.070763
YPL066W	YIL150C	0.070757
YDR096W	YKR058W	0.070753
YER046W	YDR424C	0.070699
YJL001W	YGL226W	0.070685
YOL136C	YER062C	0.070629
YFL038C	YLR438C-A	0.070622
YGL263W	YOL160W	0.07062
YGL147C	YAL012W	0.070605
YMR122W-A	YNL283C	0.070598
YMR093W	YLL011W	0.070591
YMR052C-A	tI(AAU)L1	0.070571
YLR214W	YHL047C	0.070556
YPR026W	YJL149W	0.070545
YPL242C	YPR119W	0.070504
YCL033C	YDL032W	0.070482
YDL003W	YCL036W	0.070482
YFL056C	YHL038C	0.070426
YCL048W-A	YEL039C	0.070407
YJR154W	YMR315W-A	0.070385
YOL017W	YKL106W	0.070371
YBR028C	YFR032C-B	0.070367
YJL059W	YPL069C	0.070366
YGL188C	YGR294W	0.070361
YKR061W	YPL088W	0.070359
YFL046W	YNL298W	0.070343
YGL256W	YOL119C	0.07033
YJL225C	YEL075W-A	0.070326
YNR056C	YNR057C	0.070315
YPL184C	YML051W	0.070305
YOR044W	YML042W	0.070238
YEL069C	YLR312C	0.070233
YIL119C	YDR133C	0.070229
YLR411W	YDL094C	0.070198
YPL137C	YGL175C	0.070197
YBR302C	YLR467W	0.070174
YNL280C	tL(GAG)G	0.070173
YGL248W	YOR364W	0.070164
YDR281C	YCR098C	0.070149
YBR202W	YLR190W	0.070142
YDR277C	YDR096W	0.070141
YJL183W	YMR186W	0.070106
tK(UUU)L	YCR018C-A	0.07009
YEL060C	YDL169C	0.070079
YBL063W	YDR250C	0.070069
YJL083W	YFR014C	0.07004
YJL038C	YAL063C-A	0.070033
YNR037C	YLR099W-A	0.070007
YLR297W	YER130C	0.069977
YMR251W-A	YCL035C	0.069976
YPL197C	YMR051C	0.069957
YGR213C	YJL213W	0.069951
YIR030C	tQ(UUG)D1	0.069942
YHR160C	tF(GAA)F	0.069934
YLR287C-A	YLR062C	0.069919
YNL125C	YOL085C	0.069883
YJL108C	YOR343C	0.06987
YOR170W	YAL037C-B	0.069866
YOR338W	YMR015C	0.069841
YDL240C-A	tL(UAA)B2	0.069813
YPR012W	tD(GUC)J3	0.069804
YKR039W	YBR208C	0.069803
YNL124W	YKR102W	0.069783
YDR509W	YBR012C	0.069777
YPR094W	YML012C-A	0.069769
YLL064C	tF(GAA)F	0.069767
YHL047C	YOL158C	0.069727
YDR177W	YDR066C	0.069718
YLL045C	YBR048W	0.069705
YDR447C	YML081C-A	0.069703
YLR303W	YJR048W	0.069682
YDR060W	YGL171W	0.069666
YIL079C	tP(AGG)N	0.069652
YPR124W	YPR123C	0.069638
YIL055C	tE(UUC)K	0.069637
YER180C-A	YIL071C	0.069628
YHL010C	YPR045C	0.069611
YGL124C	YML094C-A	0.069603
YBR105C	YBL033C	0.069572
YFL055W	tP(UGG)L	0.069565
YDR351W	YJL219W	0.069561
YPL177C	YLR090W	0.069547
YHR001W-A	YOL095C	0.069526
YHR019C	YBR263W	0.069518
YKL216W	YLR420W	0.069513
YBR122C	YIL049W	0.069503
YPL242C	YLR190W	0.069494
YIL011W	YGR176W	0.069477
YGR060W	YDR453C	0.069464
YBL002W	YDR431W	0.069456
YGL041W-A	YML011C	0.069433
YGR097W	tT(UGU)G2	0.069381
YGR086C	YIL124W	0.069376
YLR056W	YML058W-A	0.069284
YJL056C	YKL165C	0.069262
YLR361C-A	snR62	0.06926
YGR113W	YHR011W	0.069251
YER144C	YBR182C	0.069244
YBR062C	YDR378C	0.069238
YJR059W	YGR130C	0.069177
YLR251W	YGL037C	0.06915
YJL102W	YJL180C	0.069121
YJL019W	YNL282W	0.069119
YER090W	YNL129W	0.069117
YML021C	YLR068W	0.069098
YPL218W	YJL097W	0.069094
YDR402C	YGR293C	0.069056
YNL133C	YHR072W-A	0.069054
YIL012W	YBR219C	0.069049
YPL158C	YOR314W	0.069002
YFR023W	YOL166C	0.068998
YFL034C-A	YBL071C	0.068974
YJL052C-A	tA(AGC)G	0.06894
YKL111C	tI(AAU)P1	0.068937
YBR056W	YOL129W	0.068933
YER089C	YKL039W	0.068932
YIR038C	YER044C	0.068925
YCL021W-A	YIL051C	0.068914
YCL040W	YJL163C	0.068912
YAR018C	YPR010C-A	0.068896
snR82	YER066C-A	0.068877
YAL061W	YOR289W	0.068863
YGR027W-B	YER160C	0.068837
YNL299W	YDR299W	0.06883
YDR365C	YDL012C	0.068807
YBR298C	YDR277C	0.068807
YPL220W	YKR094C	0.068804
YJR022W	YER153C	0.068785
YJL113W	YDR403W	0.06878
YGR089W	YPL105C	0.068738
tY(GUA)F1	tI(AAU)E2	0.068652
YJL189W	YLR147C	0.068646
YML027W	tV(AAC)H	0.068638
YOL026C	YDR461C-A	0.068636
YGL209W	YGR027W-B	0.068625
YJL117W	YAL003W	0.068605
YKL216W	YBL042C	0.068604
YJL107C	YJL108C	0.068599
YMR321C	YBL043W	0.068595
YJL190C	YAL012W	0.068582
YDR417C	YJR018W	0.068573
YFL021W	YPR169W-A	0.06854
YOL107W	YMR030W	0.068527
YDR524C	YGL239C	0.068506
YLR400W	tS(AGA)H	0.068497
YCR031C	YGL103W	0.068491
YKL033W-A	YKL211C	0.06849
YJL032W	tF(GAA)P2	0.068469
YMR308C	YBR239C	0.068452
YNL068C	YLR278C	0.06845
YER051W	YDR538W	0.068448
YNL126W	YOL095C	0.06844
YER119C-A	YDL185C-A	0.068435
YLR363W-A	snR67	0.068426
YKL106W	YGR188C	0.068425
YPL213W	YNR037C	0.068417
YLR172C	YKL212W	0.068399
YIL054W	YPR203W	0.068377
YMR045C	tC(GCA)P2	0.068377
YFR022W	YGL121C	0.068375
YKL183C-A	YDR431W	0.068373
YGL106W	YHL031C	0.068356
YBR023C	YML016C	0.068352
YBR278W	YLR147C	0.068335
YIL165C	YEL046C	0.068332
YPL158C	YNR067C	0.068324
YHR033W	YDR309C	0.068322
YAL008W	YNL149C	0.068318
YNL162W	YPR043W	0.068288
YNL179C	YJL119C	0.068268
YDR435C	YPL156C	0.068244
YDL054C	YGL154C	0.068241
YHR112C	YCL047C	0.068232
YMR045C	tQ(UUG)C	0.068224
YJL134W	YJL127W-A	0.068214
YPL251W	YIL047C-A	0.068204
YMR054W	YOR181W	0.068188
YLR029C	YPL037C	0.068187
YJL169W	YKL042W	0.068161
YBR181C	YPL090C	0.068159
YPR002W	YMR321C	0.068123
YMR265C	YLR123C	0.068092
YHR041C	YOL110W	0.068087
YLR198C	YOR309C	0.068084
YPL061W	tV(CAC)D	0.068069
YJL157C	YOL077W-A	0.068069
YDR126W	YOL159C	0.068067
YOR242C	YMR051C	0.068065
YNL149C	YKL138C-A	0.068054
YLR227W-B	tE(UUC)C	0.068035
YDR456W	YOR390W	0.068031
YOR102W	YPR038W	0.06803
YCR092C	YMR198W	0.068019
tD(GUC)J2	tH(GUG)G2	0.068018
YGR280C	YPR143W	0.067993
YIL066W-A	tP(UGG)A	0.067984
YGR197C	YOR019W	0.067951
YGR032W	YDL222C	0.067948
YOL028C	YDR210W-B	0.067945
YMR052C-A	YHR063W-A	0.067937
YHR052W	YPL124W	0.067903
YMR193C-A	tE(UUC)P	0.067884
YPL114W	tR(ACG)L	0.067862
YBR056W-A	YLR205C	0.067861
YKL018C-A	YOR157C	0.067846
YAL042C-A	YPR050C	0.067835
YGL032C	tS(GCU)O	0.067826
YMR040W	YMR158C-A	0.067791
YHR092C	YBR294W	0.067788
YLR399C	YDR456W	0.067772
YHR072W-A	YIL002W-A	0.067717
YPR094W	YAL026C-A	0.067712
YCL043C	YFR044C	0.067708
YKR058W	YDR096W	0.067681
YGL166W	YMR194C-A	0.067649
YPR159W	YNL336W	0.067649
YNL123W	YPL137C	0.067637
YIL005W	YLR379W	0.067631
YGL121C	YER037W	0.06763
YBR056W-A	YBR016W	0.067629
YJL073W	YLR026C	0.067593
YJL151C	YCL033C	0.067592
YOL131W	YLR012C	0.067548
YMR030W-A	tS(AGA)B	0.067544
YOL026C	YHR041C	0.067532
YGL220W	YAL019W-A	0.067517
YHR073W	YOR172W	0.067517
YKR075C	YGL035C	0.067513
YBL093C	YIR033W	0.067507
YLR286C	YHR143W	0.067505
YML132W	tK(CUU)K	0.067492
YJL122W	YLR186W	0.067457
YJL064W	YPL281C	0.067445
YJR161C	YER033C	0.06744
YIL011W	YOR009W	0.067426
YKL002W	YHR060W	0.067411
YER145C	YJR023C	0.0674
snR11	tD(GUC)O	0.067394
YLR046C	YNL109W	0.067369
YDR139C	YLR358C	0.067343
YNL078W	YPR027C	0.067326
YHR209W	YBR076W	0.067324
YER026C	YJL132W	0.067317
YAL044C	YJR027W	0.067255
YEL065W	tT(AGU)O2	0.067229
YDR509W	tF(GAA)D	0.067229
YLR046C	YKR003W	0.067221
YDL130W	YER119C-A	0.067218
YAR047C	YGL262W	0.067185
YAL042C-A	YNR005C	0.067181
YPL276W	YGR293C	0.067176
YOR031W	YCL026C-A	0.067158
YGL001C	YMR202W	0.067147
YMR244W	YPL114W	0.067142
YDR174W	YOR192C-C	0.067137
YJL006C	YDL247W-A	0.067128
YBR200W-A	tP(UGG)N1	0.067119
YNL210W	YHR180W-A	0.067119
YOR293C-A	tI(AAU)I2	0.067111
YER137W-A	YJL133C-A	0.067099
YPL156C	YDR435C	0.067098
YNL071W	YPL048W	0.067092
YPR118W	YPR069C	0.067085
snR70	YNL266W	0.067071
YDR265W	YGR051C	0.067068
YNL305C	YIL154C	0.067029
YIL120W	YIL119C	0.066981
tS(UGA)E	tE(UUC)E3	0.06697
YDR043C	YIL050W	0.066937
YML012C-A	YBL039W-B	0.066929
YJR155W	tG(GCC)G2	0.066928
YPR010C-A	YGR182C	0.066904
YIL061C	YIL047C	0.066885
YDL127W	YFR032C	0.06688
YKR006C	YKL156W	0.066856
YNL144C	YCR091W	0.066826
YOL018C	YLR026C	0.066823
YIL016W	YIL142C-A	0.06678
YLR218C	YJR022W	0.066776
YDL067C	YGR129W	0.066766
YLR325C	YLR406C	0.066714
YDR126W	YDR426C	0.06668
YER076W-A	YPL279C	0.066626
YMR093W	YDL167C	0.066626
YJL141C	YOR273C	0.066607
YPR158C-D	YMR107W	0.066595
YML009W-B	YPR204W	0.066578
YOR146W	YNL120C	0.066577
YPL048W	YJR105W	0.066568
YPR111W	YGL180W	0.066547
YEL012W	YIL007C	0.066531
YHR141C	YPL220W	0.06651
YDL124W	YHR113W	0.066485
YNR058W	YNR056C	0.06648
YBL051C	YLR390W-A	0.066474
YKL185W	YLL062C	0.066429
YBL018C	YDR461C-A	0.066414
YOL033W	YJL179W	0.066409
YKL165C	YDR492W	0.066377
YLR062C	YMR001C-A	0.066371
YER132C	YOL011W	0.066354
YBR039W	YDR298C	0.066336
YNL057W	YMR001C-A	0.066336
snR30	snR35	0.066333
YDR461W	YCL027W	0.066292
YBR101C	YKL221W	0.066275
YDR412W	YER172C-A	0.066262
YFR035C	YML101C	0.066225
YOR292C	YDR041W	0.066192
YMR030W-A	tQ(UUG)D2	0.066184
YIL041W	YLL039C	0.066176
YDL027C	YNL044W	0.066162
YGL039W	YDR261W-B	0.066158
YGR050C	YBR085W	0.066147
YIR036C	YJR073C	0.06611
YGR256W	YDR070C	0.0661
YJL105W	tV(AAC)H	0.066092
YFL005W	YER004W	0.066085
YPR062W	YLR246W	0.066068
YDR343C	YDR342C	0.066021
YFL017W-A	YGL042C	0.066011
YGL238W	YOR260W	0.065994
YGL239C	YDR524C	0.06597
YGL199C	YLR101C	0.065946
YMR316W	YOL016C	0.065929
YGL053W	YOR289W	0.06592
YJR112W-A	YMR194C-A	0.065891
YNL058C	YJR048W	0.065881
YNL058C	YHR015W	0.065869
YGR162W	YDR194C	0.065858
YGR097W	YLR331C	0.065857
YCR089W	YPL038W-A	0.065828
YDR178W	YPR006C	0.065825
YFR023W	YDR403W	0.065807
YGR062C	YGL172W	0.065798
YDR070C	YGR088W	0.065791
YNL030W	YBR009C	0.065783
YDR299W	YHR196W	0.065771
YPR060C	YPL124W	0.065743
YBR046C	YIL014C-A	0.065717
YDR383C	YOR282W	0.065711
YKL175W	YDR284C	0.06571
YOR208W	YPR005C	0.065707
YGL055W	YPR123C	0.065703
YOR115C	YPL010W	0.065696
YIL007C	YEL012W	0.065672
YLR461W	YCL073C	0.065642
YJL194W	YLR184W	0.065628
YGR213C	YGR161C	0.065601
YHR130C	YDR183C-A	0.065586
YPL251W	YHR182C-A	0.065574
YPL265W	YOR348C	0.065569
YGL251C	YOR032C	0.06555
YER187W	YAL019W-A	0.065548
YNL302C	YJR145C	0.065531
YDL037C	YAR068W	0.065529
YDR370C	YBR182C-A	0.065501
YML087C	YLR031W	0.0655
YNL113W	YJR063W	0.065497
YMR091C	YER148W	0.065459
YNL133C	YNL150W	0.065427
YMR031C	YGR290W	0.065423
YFL001W	YBR063C	0.065416
YPL264C	YLL033W	0.065409
YLR229C	YJR104C	0.065381
YHL016C	YGR121C	0.065371
YMR278W	YER149C	0.065369
tP(UGG)M	YHR096C	0.065367
YLL066W-B	YLR466C-B	0.065366
YAL007C	YOR198C	0.065356
YKL125W	YJR119C	0.065344
YGL081W	YFR052C-A	0.065339
YEL048C	YER175W-A	0.065336
YNL093W	YDL169C	0.06533
YJL217W	YKR071C	0.065328
YDR154C	YOR248W	0.065317
YPR142C	YNL174W	0.065309
YNL289W	YPL256C	0.065281
YOR308C	YOR371C	0.065279
YLR041W	YER135C	0.065251
YDL209C	YML059C	0.065246
YPR197C	YGL199C	0.065244
YKR106W	YLR341W	0.065234
YCR053W	YNR015W	0.065218
YJR101W	YDR367W	0.065208
YDR351W	YOL046C	0.065193
YAL045C	YLR147C	0.065184
YER185W	YNR075W	0.065174
YPR167C	YBR294W	0.065167
YOR309C	YLR198C	0.065165
YMR262W	YOL110W	0.065155
SRG1	YJR160C	0.065152
YGR073C	YLR147C	0.065151
YPL172C	YDL211C	0.065147
YIR039C	YKL163W	0.065132
YNL055C	tG(GCC)D2	0.065123
YBR145W	YKL218C	0.065116
YIR035C	YLR375W	0.0651
YOR187W	YBR078W	0.065099
YGR139W	YNL266W	0.065098
YER127W	YJL069C	0.065084
YGL191W	YMR199W	0.065078
YMR081C	YDR516C	0.06506
YIL019W	YHR032W-A	0.065042
YPL143W	YHR141C	0.065018
YDL214C	YML116W	0.065003
